127.0.0.1 - - [04/May/2022:14:40:29 +0200] "POST /wp-cron.php?doing_wp_cron=1651668029.9412200450897216796875 HTTP/1.0" 200 -
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.9.3 HTTP/1.0" 200 32949
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19 HTTP/1.0" 200 73015
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/dist/url.min.js?ver=5d9169e30a8883667fee1a7b5dd0fb51 HTTP/1.0" 200 5698
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/site-health.min.js?ver=5.9.3 HTTP/1.0" 200 6142
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wp-ajax-response.min.js?ver=5.9.3 HTTP/1.0" 200 2312
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=2.1.2 HTTP/1.0" 200 9315
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wp-lists.min.js?ver=5.9.3 HTTP/1.0" 200 7442
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/quicktags.min.js?ver=5.9.3 HTTP/1.0" 200 11132
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.0" 200 3694
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/edit-comments.min.js?ver=5.9.3 HTTP/1.0" 200 15268
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.1 HTTP/1.0" 200 3406
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.1 HTTP/1.0" 200 20714
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.1 HTTP/1.0" 200 25464
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/postbox.min.js?ver=5.9.3 HTTP/1.0" 200 6713
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.29.1 HTTP/1.0" 200 58325
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/dashboard.min.js?ver=5.9.3 HTTP/1.0" 200 8797
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.9.3 HTTP/1.0" 200 102612
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.0" 200 13194
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/plugin-install.min.js?ver=5.9.3 HTTP/1.0" 200 2403
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wp-sanitize.min.js?ver=5.9.3 HTTP/1.0" 200 458
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/dist/date.min.js?ver=a9a5af167fc60fa1bfda62582a7beb3c HTTP/1.0" 200 202264
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/updates.min.js?ver=5.9.3 HTTP/1.0" 200 41173
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/media-upload.min.js?ver=5.9.3 HTTP/1.0" 200 1152
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/shortcode.min.js?ver=5.9.3 HTTP/1.0" 200 2650
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.9.3 HTTP/1.0" 200 1658
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/heartbeat.min.js?ver=5.9.3 HTTP/1.0" 200 5877
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/js/svg-painter.js?ver=5.9.3 HTTP/1.0" 200 5522
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wplink.min.js?ver=5.9.3 HTTP/1.0" 200 11270
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.13.1 HTTP/1.0" 200 10116
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.1 HTTP/1.0" 200 8527
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=5.9.3 HTTP/1.0" 200 390681
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.9.3 HTTP/1.0" 200 18181
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/images/about-header-about.svg HTTP/1.0" 200 5024
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/images/about-texture.png HTTP/1.0" 200 146755
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.0" 200 15238
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 473
127.0.0.1 - - [04/May/2022:15:10:41 +0200] "GET /wp-admin/images/spinner.gif HTTP/1.0" 200 3656
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=7100f300a6&1651669840791 HTTP/1.0" 200 1114
127.0.0.1 - - [04/May/2022:15:10:41 +0200] "POST /wp-cron.php?doing_wp_cron=1651669841.1181108951568603515625 HTTP/1.0" 200 -
127.0.0.1 - - [04/May/2022:15:10:42 +0200] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=7100f300a6&1651669842167 HTTP/1.0" 200 572
127.0.0.1 - - [04/May/2022:15:10:42 +0200] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=7100f300a6&1651669842897 HTTP/1.0" 200 1
127.0.0.1 - - [04/May/2022:15:10:40 +0200] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 1074
127.0.0.1 - - [04/May/2022:15:10:45 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 48320
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/backbone.min.js?ver=1.4.0 HTTP/1.0" 200 23794
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/admin-bar.min.js?ver=5.9.3 HTTP/1.0" 200 3556
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.0" 200 13194
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.9.3 HTTP/1.0" 200 32949
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/wp-backbone.min.js?ver=5.9.3 HTTP/1.0" 200 3037
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/dist/dom-ready.min.js?ver=ecda74de0221e1c2ce5c57cbb5af09d5 HTTP/1.0" 200 1257
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/dist/a11y.min.js?ver=68e470cf840f69530e9db3be229ad4b6 HTTP/1.0" 200 3069
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/customize-base.min.js?ver=5.9.3 HTTP/1.0" 200 7856
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/js/theme.min.js?ver=5.9.3 HTTP/1.0" 200 27002
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-includes/js/wp-sanitize.min.js?ver=5.9.3 HTTP/1.0" 200 458
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/js/updates.min.js?ver=5.9.3 HTTP/1.0" 200 41173
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.9.3 HTTP/1.0" 200 102612
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/js/svg-painter.js?ver=5.9.3 HTTP/1.0" 200 5522
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.9.3 HTTP/1.0" 200 385558
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-content/themes/test-alternant-dev/screenshot.png HTTP/1.0" 200 15648
127.0.0.1 - - [04/May/2022:15:10:46 +0200] "GET /wp-content/themes/twentytwentytwo/screenshot.png HTTP/1.0" 200 162290
127.0.0.1 - - [04/May/2022:15:10:51 +0200] "GET /wp-admin/themes.php?action=activate&stylesheet=test-alternant-dev&_wpnonce=a419353921 HTTP/1.0" 302 -
127.0.0.1 - - [04/May/2022:15:10:52 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 500 8021
127.0.0.1 - - [04/May/2022:15:12:05 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 500 8021
127.0.0.1 - - [04/May/2022:15:12:32 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:12:33 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:23:03 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:24:43 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:26:48 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:26:50 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 8181
127.0.0.1 - - [04/May/2022:15:26:50 +0200] "GET /favicon.ico HTTP/1.0" 200 5361
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "POST /wp-cron.php?doing_wp_cron=1651670875.3820359706878662109375 HTTP/1.0" 200 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 48299
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/wp-util.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/js/svg-painter.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/heartbeat.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/js/common.min.js?ver=5.9.3 HTTP/1.0" 200 20038
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/admin-bar.min.js?ver=5.9.3 HTTP/1.0" 200 3556
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.0" 200 13194
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/dist/dom-ready.min.js?ver=ecda74de0221e1c2ce5c57cbb5af09d5 HTTP/1.0" 200 1257
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/backbone.min.js?ver=1.4.0 HTTP/1.0" 200 23794
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/wp-backbone.min.js?ver=5.9.3 HTTP/1.0" 200 3037
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/dist/a11y.min.js?ver=68e470cf840f69530e9db3be229ad4b6 HTTP/1.0" 200 3069
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/customize-base.min.js?ver=5.9.3 HTTP/1.0" 200 7856
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/wp-sanitize.min.js?ver=5.9.3 HTTP/1.0" 200 458
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/js/theme.min.js?ver=5.9.3 HTTP/1.0" 200 27002
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/js/updates.min.js?ver=5.9.3 HTTP/1.0" 200 41173
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.9.3 HTTP/1.0" 200 102612
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-content/themes/test-alternant-dev/screenshot.png HTTP/1.0" 200 15648
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-content/themes/twentytwentytwo/screenshot.png HTTP/1.0" 200 162290
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.9.3 HTTP/1.0" 200 32949
127.0.0.1 - - [04/May/2022:15:27:55 +0200] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.0" 200 15238
127.0.0.1 - - [04/May/2022:15:27:59 +0200] "GET /wp-admin/themes.php?action=activate&stylesheet=twentytwentytwo&_wpnonce=5c38af99b9 HTTP/1.0" 302 -
127.0.0.1 - - [04/May/2022:15:27:59 +0200] "GET /wp-admin/themes.php?activated=true HTTP/1.0" 200 48474
127.0.0.1 - - [04/May/2022:15:28:00 +0200] "GET /favicon.ico HTTP/1.0" 302 -
127.0.0.1 - - [04/May/2022:15:29:00 +0200] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [04/May/2022:15:30:29 +0200] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [04/May/2022:15:30:29 +0200] "GET /wp-admin/themes.php HTTP/1.0" 200 58932
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-content/plugins/advanced-custom-fields-pro/assets/build/css/acf-global.css?ver=5.12.2 HTTP/1.0" 200 33327
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/js/common.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/admin-bar.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/backbone.min.js?ver=1.4.0 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/wp-util.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/wp-backbone.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,regenerator-runtime,wp-polyfill,wp-hooks&ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/underscore.min.js?ver=1.13.1 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/dist/dom-ready.min.js?ver=ecda74de0221e1c2ce5c57cbb5af09d5 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/dist/a11y.min.js?ver=68e470cf840f69530e9db3be229ad4b6 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/customize-base.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/js/theme.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/wp-sanitize.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/js/updates.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/heartbeat.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/wp-auth-check.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-admin/js/svg-painter.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:30 +0200] "GET /wp-includes/js/wp-emoji-release.min.js?ver=5.9.3 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:31 +0200] "GET /wp-content/themes/test-alternant-dev/screenshot.png HTTP/1.0" 200 15648
127.0.0.1 - - [04/May/2022:15:30:31 +0200] "GET /wp-content/themes/twentytwentytwo/screenshot.png HTTP/1.0" 200 162290
127.0.0.1 - - [04/May/2022:15:30:31 +0200] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.0" 200 15238
127.0.0.1 - - [04/May/2022:15:30:46 +0200] "GET /wp-admin/plugins.php HTTP/1.0" 200 58459
127.0.0.1 - - [04/May/2022:15:30:47 +0200] "GET /wp-content/plugins/advanced-custom-fields-pro/assets/build/css/acf-global.css?ver=5.12.2 HTTP/1.0" 304 -
127.0.0.1 - - [04/May/2022:15:30:47 +0200] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.1 HTTP/1.0" 200 20714
127.0.0.1 - - [04/May/2022:15:30:47 +0200] "GET /wp-admin/js/plugin-install.min.js?ver=5.9.3 HTTP/1.0" 200 2403
127.0.0.1 - - [04/May/2022:15:30:52 +0200] "GET /wp-admin/edit.php?post_type=acf-field-group HTTP/1.0" 200 41954
127.0.0.1 - - [04/May/2022:15:30:53 +0200] "GET /wp-content/plugins/advanced-custom-fields-pro/assets/build/js/acf.min.js?ver=5.12.2 HTTP/1.0" 200 27975
127.0.0.1 - - [04/May/2022:15:30:53 +0200] "GET /wp-admin/js/inline-edit-post.min.js?ver=5.9.3 HTTP/1.0" 200 7411
127.0.0.1 - - [04/May/2022:15:30:53 +0200] "GET /wp-admin/js/tags-suggest.min.js?ver=5.9.3 HTTP/1.0" 200 2250
127.0.0.1 - - [04/May/2022:15:30:53 +0200] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [04/May/2022:15:31:08 +0200] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-admin/edit.php?post_type=acf-field-group HTTP/1.0" 200 41954
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-content/plugins/advanced-custom-fields-pro/assets/build/css/acf-global.css?ver=5.12.2 HTTP/1.0" 200 33327
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-includes/js/dist/i18n.min.js?ver=30fcecb428a0e8383d3776bcdd3a7834 HTTP/1.0" 200 10407
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-content/plugins/advanced-custom-fields-pro/assets/build/js/acf.min.js?ver=5.12.2 HTTP/1.0" 200 27975
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-admin/js/common.min.js?ver=5.9.3 HTTP/1.0" 200 20038
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-includes/js/admin-bar.min.js?ver=5.9.3 HTTP/1.0" 200 3556
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-includes/js/dist/dom-ready.min.js?ver=ecda74de0221e1c2ce5c57cbb5af09d5 HTTP/1.0" 200 1257
127.0.0.1 - - [04/May/2022:15:31:12 +0200] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.1 HTTP/1.0" 200 20714
